REGION, INSTITUTION NAME, INSTITUTION TYPE, PROVINCE, MUNICIPALITY/CITY, WEBSITE ADDRESS, FAX/TELEPHONE NO.
10 - Northern Mindanao,Santa Monica Institute of Technology,Private,Lanao Del Norte,Iligan City,,(063) 221-2678,
10 - Northern Mindanao,Lyceum of Iligan Foundation,Private,Lanao Del Norte,Iligan City,,(063) 221-1817; (063) 221-1818,
10 - Northern Mindanao,Christ The King College De Maranding,Private,Lanao Del Norte,Lala,,(063) 388-7373; (063) 388-7039,
10 - Northern Mindanao,Lanao School of Science and Technology,Private,Lanao Del Norte,Lala,,(063) 496-0757; (063) 388-7199,
10 - Northern Mindanao,Masters Technological Institute of Mindanao,Private,Lanao Del Norte,Iligan City,,(063) 221-6472,
10 - Northern Mindanao,Picardal Institute of Science and Technology,Private,Lanao Del Norte,Iligan City,,(063) 221-3067,
11 - Davao Region,Agro-Industrial Foundation College of the Philippines-Davao,Private,Davao Del Sur,Davao City,agrocollegedavao.com,(082) 285-0315,
11 - Davao Region,AMA Computer College-Davao,Private,Davao Del Sur,Davao City,http://www.ama.edu.ph/,(082) 221-5193; (082) 300-3907,
11 - Davao Region,Arriesgado College Foundation,Private,Davao Del Norte,Tagum City,,(084) 655-6641; (084) 655-6583,
11 - Davao Region,Assumption College of Nabunturan,Private,Compostela Valley,Nabunturan,http://www.assumptionofnabunturan.com,(084) 376-0607,
11 - Davao Region,Ateneo de Davao University,Private,Davao Del Sur,Davao City,http://www.addu.edu.ph,(082) 226-4416; (082) 221-2411 loc 8200,
11 - Davao Region,Brokenshire College,Private,Davao Del Sur,Davao City,http://www.brokenshire.edu.ph,(082) 222-4085 local 114 or 117,
11 - Davao Region,Cor Jesu College,Private,Davao Del Sur,Digos City,http://www.cjc.edu.ph,(082) 553-2333; (082) 552-2433 loc 102,
11 - Davao Region,Davao Central College,Private,Davao Del Sur,Davao City,http://www.davaocentralcollege.com,(082) 291-2053; (082) 291-1882,
11 - Davao Region,Davao del Norte State College,SUC Main,Davao Del Norte,Panabo City,http://www.dnsc.edu.ph,(084) 628-4301,
11 - Davao Region,Davao Doctors College,Private,Davao Del Sur,Davao City,http://www.davaodoctors.edu.ph,(082)222-0664; (082)222-0850,
11 - Davao Region,Davao Medical School Foundation,Private,Davao Del Sur,Davao City,http://www.dmsf.edu.ph,(082) 225-3102; (082) 226-2344 local 228,
11 - Davao Region,DMMA College of Southern Philippines,Private,Davao Del Sur,Davao City,dmmacsp.edu.ph,(082) 241-1351; (082) 241-1356; (082) 241-1350,
11 - Davao Region,Davao Oriental State University,SUC Main,Davao Oriental,Mati City,http://www.doscst.edu.ph,(087) 388-3195,
11 - Davao Region,Davao Oriental State University-Cateel Extension Campus,SUC Satellite,Davao Oriental,Cateel,http://www.doscst.edu.ph,(087) 388-3195; (087) 388-3195,
11 - Davao Region,Davao Oriental State University-San Isidro Campus,SUC Satellite,Davao Oriental,San Isidro,http://www.doscst.edu.ph,(087) 388-3195; (087) 388-3195,
11 - Davao Region,Davao Oriental State University-Banaybanay Campus,SUC Satellite,Davao Oriental,Banaybanay,http://www.doscst.edu.ph,(087) 388-3195,
11 - Davao Region,Evelyn E. Fabie College,Private,Davao Del Sur,Davao City,,(082) 227-3686; (082) 227-3469,
11 - Davao Region,General Baptist Bible College,Private,Davao Del Sur,Davao City,,(082) 297-2949,
11 - Davao Region,Holy Cross College of Calinan,Private,Davao Del Sur,Davao City,http://www.hccc.edu.ph,(082) 295-0145; (082) 295-0797,
11 - Davao Region,St. Mary'S College of Bansalan,Private,Davao Del Sur,Bansalan,,(082) 553-9246; (082) 272-1797,
11 - Davao Region,Holy Cross of Davao College,Private,Davao Del Sur,Davao City,http://www.hcdc.edu.ph,(082) 221-3008; (082) 221-9071 to 79 local 126 or 107,
11 - Davao Region,Liceo De Davao,Private,Davao Del Norte,Tagum City,1587,(084) 216-6102; (084) 216-4356,
11 - Davao Region,Mati Polytechnic College,Private,Davao Oriental,Mati City,http://www.matipolytechniccollege@yahoo.com,(087) 388-4347; (087) 388-4820,
11 - Davao Region,MATS College of Technology,Private,Davao Del Sur,Davao City,,(082) 225-3576; (082) 226-4560,
11 - Davao Region,Mindanao Medical Foundation College,Private,Davao Del Sur,Davao City,,(082) 221-6225,
11 - Davao Region,North Davao College-Tagum Foundation,Private,Davao Del Norte,Tagum City,,(084) 218-0744,
11 - Davao Region,North Davao Colleges-Panabo,Private,Davao Del Norte,Panabo City,,(084) 628-5264,
11 - Davao Region,Philippine Women's College of Davao,Private,Davao Del Sur,Davao City,http://www.pwc.edu.ph/,(082) 296-9303; (082) 297-8035,
11 - Davao Region,Polytechnic College of Davao del Sur,Private,Davao Del Sur,Digos City,http://www.pcds.edu.ph,(082) 553-1662; (082) 553-3441,
11 - Davao Region,Queen of Apostles College Seminary,Private,Davao Del Norte,Tagum City,,(084) 218-3397; (084) 308-1790,
11 - Davao Region,The Rizal Memorial Colleges,Private,Davao Del Sur,Davao City,http://www.rmcdavao.com,(082) 300-2930; (082) 300-7173,
11 - Davao Region,Saint Francis Xavier College Seminary,Private,Davao Del Sur,Davao City,,(082) 295-7375; (082) 299-0161,
11 - Davao Region,St. Mary's College of Tagum,Private,Davao Del Norte,Tagum City,http://www.smctagum.edu.ph,(084) 655-9028; (084) 216-6205; (084) 400-3130,
11 - Davao Region,Saint Peter's College of Toril,Private,Davao Del Sur,Davao City,,(082) 291-0257; (082) 291-2007,
11 - Davao Region,San Pedro College,Private,Davao Del Sur,Davao City,http://www.spcdavao.edu.ph,(082) 221-0257; (082) 224-1481; (082) 226-4118; (082) 226-4461,
11 - Davao Region,Serapion C. Basalo Memorial Colleges,Private,Davao Del Sur,Kiblawan,,9488083951,
11 - Davao Region,Southeastern College of Padada,Private,Davao Del Sur,Padada,,(082) 272-0360,
11 - Davao Region,Southern Philippines Agriculture Business Marine and Aquatic School of Technology,SUC Main,Davao Occidental,Malita,http://www.spamast.edu.ph,(082) 553-8894; (082) 276-1234,
11 - Davao Region,South Philippine Adventist College,Private,Davao Del Sur,Matanao,http://www.spaconline.org,(082) 284-6283; 0917-6335222,
11 - Davao Region,Tecarro College Foundation,Private,Davao Del Sur,Davao City,tcfi.edu.ph,(082) 297-2511,
11 - Davao Region,UM Bansalan College,Private,Davao Del Sur,Bansalan,,(082) 272-4080,
11 - Davao Region,UM Digos College,Private,Davao Del Sur,Digos City,http://www.umdigoscollege.edu.ph; https://sites.google.com.site/umdigoscampus/,(082) 553-2914; (082) 553-2538,
11 - Davao Region,UM Panabo College,Private,Davao Del Norte,Panabo City,,(084) 628-6437; (084) 628-5427; (084) 628-6227,
11 - Davao Region,UM Tagum College,Private,Davao Del Norte,Tagum City,tagum.umindanao.edu.ph,(084) 655-9607 local 101,
11 - Davao Region,University of Mindanao,Private,Davao Del Sur,Davao City,umindanao.edu.ph,(082) 227-2902; (082) 227-5456 local 116,
11 - Davao Region,University of Southeastern Philippines-Main,SUC Main,Davao Del Sur,Davao City,http://www.usep.edu.ph,(082) 221-7737,
11 - Davao Region,University of the Immaculate Conception,Private,Davao Del Sur,Davao City,http://www.uic.edu.ph,(082) 226-3676; (082) 221-8090,
11 - Davao Region,University of Southeastern Philippines-College of Agriculture-Tagum Mabini,SUC Satellite,Davao Del Norte,Tagum City,http://www.usep.edu.ph,(084) 216-9163,
11 - Davao Region,Davao del Sur State College-Main,SUC Main,Davao Del Sur,Digos City,http://www.spamast.edu.ph,(082) 553-8894; (082) 276-1234,
11 - Davao Region,University of Southeastern Philippines-Mintal,SUC Satellite,Davao Del Sur,Davao City,http://www.usep.edu.ph,(082) 293-0390,
11 - Davao Region,Joji Ilagan Career Center Foundation,Private,Davao Del Sur,Davao City,http://www.jojiilagancareercenter.com,(082) 221-0315; (082) 226-3783; (082) 227-5602,
11 - Davao Region,St. Francis Xavier Regional Major Seminary of Mindanao,Private,Davao Del Sur,Davao City,sfxremase-davao.com,(082) 297-0180; (082) 298-0991 to 92,
11 - Davao Region,University of the Philippines-Mindanao,SUC Satellite,Davao Del Sur,Davao City,http://www.upmin.edu.ph,(082) 293-0310,
11 - Davao Region,Assumption College of Davao,Private,Davao Del Sur,Davao City,http://www.assumptiondavao.edu.ph,(082) 221-4726; (082) 227-6818; (082) 225-0720 to 23 loc 1000,
11 - Davao Region,Interface Computer College,Private,Davao Del Sur,Davao City,http://www.interface.edu.ph,(082) 221-8843,
11 - Davao Region,UM Peñaplata College,Private,Davao Del Norte,Island Garden City of Samal,,,
11 - Davao Region,Aces Tagum College,Private,Davao Del Norte,Tagum City,,(084) 216-4241,
11 - Davao Region,St. John Paul II College of Davao,Private,Davao Del Sur,Davao City,http://www.jp2cd.edu.ph,(082) 299-3375; (082) 297-5586; (082) 297-5586,
11 - Davao Region,Philippine College of Technology,Private,Davao Del Sur,Davao City,http://www.pctdavao.edu.ph//,(082) 221-0381; (082) 222-4808,
11 - Davao Region,Mindanao Kokusai Daigaku,Private,Davao Del Sur,Davao City,http://www.mkd-edu.com,(082) 233;0081; (082) 233-0013,
11 - Davao Region,Holy Child College of Davao,Private,Davao Del Sur,Davao City,http://holychildcollegeofdavao.com,(082) 295-1565,
11 - Davao Region,Mati Doctors College,Private,Davao Oriental,Mati City,,(087) 388-3761; (087) 388-3714; (087) 388-3965,
11 - Davao Region,Southern Philippines Baptist Theological Seminary,Private,Davao Del Sur,Davao City,,(082) 299-1764,
11 - Davao Region,STI College-Davao,Private,Davao Del Sur,Davao City,http://www.sti.edu,(082) 305-2192; (082) 222-0914; (082) 282-1906,
11 - Davao Region,Jose Maria College,Private,Davao Del Sur,Davao City,http://www.jmc.edu.ph,(082) 234-7272,
11 - Davao Region,Christian Colleges of Southeast Asia,Private,Davao Del Sur,Davao City,,(082) 287-8398; (082) 296-9455,
11 - Davao Region,Davao Winchester Colleges,Private,Davao Del Norte,Sto. Tomas,,(084) 829-2525; 829-0010,
11 - Davao Region,Legacy College of Compostela,Private,Compostela Valley,Compostela,,09399369083; 09088930171; 09481376690,
11 - Davao Region,St. Mary's College Baganga,Private,Davao Oriental,Baganga,,,
11 - Davao Region,Kapalong College of Agriculture Sciences and Technology,LUC,Davao Del Norte,Kapalong,,,
11 - Davao Region,Holy Cross College of Sasa,Private,Davao Del Sur,Davao City,hccsidavao.edu.ph,(082) 234-3385,
11 - Davao Region,Laak Institute Foundation,Private,Compostela Valley,Laak,,0917-1395017; 0998-5494230,
11 - Davao Region,Tagum Doctors College,Private,Davao Del Norte,Tagum City,,(084) 655-6971; (084) 308-1560; (084) 655-6971,
11 - Davao Region,Gabriel Taborin College of Davao Foundation,Private,Davao Del Sur,Davao City,http://www.taborin.com.ph,(082) 236-0452; (082) 236-0554,
11 - Davao Region,ACES Polytechnic College,Private,Davao del Norte,Panabo City,,(084) 628-6915,
11 - Davao Region,Governor Generoso College of Arts Sciences and Technology,LUC,Davao Oriental,Gov. Generoso,http://www.govgen.gov.ph,(082) 440-3541,
11 - Davao Region,Davao Vision Colleges,Private,Davao del Sur,Davao City,,(082) 297-4750; (082) 295-6696,
11 - Davao Region,St. Thomas More School of Law and Business,Private,Davao del Norte,Tagum City,http://stms.edu.ph,(084) 216-3866; 0917-7172547; 0917-7241144,
11 - Davao Region,Monkayo College of Arts Sciences and Technology,LUC,Compostela Valley,Monkayo,,0917-3058459,
11 - Davao Region,ACQ College of Ministries,Private,Davao del Sur,Davao City,acqcm.edu.ph,(082) 234-2866 Loc 109; (082) 234-7272,
11 - Davao Region,Koinonia Theological Seminary Foundation,Private,Davao del Sur,Davao City,http://www.ktsfi.edu.ph,(082) 224-4933; (082) 221 -7802 local 103,
11 - Davao Region,Evangelical Mission College,Private,Davao del Sur,Davao City,,(082) 297-7298; 0915-1856211,
11 - Davao Region,Samson Polytechnic College of Davao,Private,Davao del Sur,Davao City,,(082) 300-1493; (082) 227-2392,
11 - Davao Region,Mt. Apo Science Foundation College,Private,Davao Del Sur,Davao City,Umindanao.EDU.Ph,(082) 300-11364,
11 - Davao Region,Kolehiyo ng Pantukan,LUC,Compostela Valley,Pantukan,,,
11 - Davao Region,Northlink Technological College,Private,Davao del Norte,Panabo City,http://www.northlink.net76.net,(084) 628-8351; (084) 628-6884,
11 - Davao Region,Tagum City College of Science and Technology Foundation,Private,Davao Del Norte,Tagum City,,(084) 216-6824 Local 108,
11 - Davao Region,Davao De Oro State College,SUC Main,Compostela Valley,Compostela,http://www.cvsc.edu.ph,,
11 - Davao Region,Institute of International Culinary and Hospitality Entrepreneurship Inc.,Private,Davao del Sur,Davao City,http://www.ichef.com.ph,(082) 305-8833; (082) 305-7788,
11 - Davao Region,Asian International School of Aeronautics and Technology,Private,Davao del Sur,Davao City,aisat.edu.ph,(082) 295-7219; (082) 305-7992,
11 - Davao Region,Davao De Oro State College-Maragusan Branch,SUC Satellite,Compostela Valley,Maragusan,http://www.cvsc.edu.ph,,
11 - Davao Region,Davao De Oro State College-Montevista Branch,SUC Satellite,Compostela Valley,Montevista,http://www.cvsc.edu.ph,,
11 - Davao Region,Davao De Oro State College-New Bataan Branch,SUC Satellite,Compostela Valley,New Bataan,http://www.cvsc.edu.ph,,
11 - Davao Region,Joji Ilagan International Management School,Private,Davao Del Sur,Davao City,http://www.theinternationalmanagementschool.com,(082) 305-8833; (082) 227-5602,
11 - Davao Region,Malayan Colleges Mindanao,Private,Davao del Sur,Davao City,,,
11 - Davao Region,Card-MRI Development Institute,Private,Davao del Norte,Tagum City,http://www.cardmri.com/cmdi,(084) 216-0955,
11 - Davao Region,Sto. Tomas College of Agriculture Sciences and Technology,LUC,Davao del Norte,Sto. Tomas,,,
11 - Davao Region,Lyceum of the Philippines-Davao,Private,Davao Del Sur,Davao City,,,
11 - Davao Region,Maryknoll College of Panabo,Private,Davao del Norte,Panabo City,,,
11 - Davao Region,Samal Island City College,LUC,Davao Del Norte,Island Garden City of Samal,,,
11 - Davao Region,STI College-Tagum,Private,Davao del Norte,Tagum City,,,
11 - Davao Region,Colegio de Caraga,Private,Davao Oriental,Caraga,cticaraga2020@gmail.com.,,
11 - Davao Region,AMYA Polytechnic College,Private,Davao City,Davao City,ampolcollege@gmail.com/https://ampol.edu.ph,,
11 - Davao Region,Maco de Oro College,LUC,Davao de Oro,Maco,mdocgo@gmail.com,,
12 - Soccsksargen,St. Alexius College,Private,South Cotabato,Koronadal City,,(083) 228-2019; (083) 228-4015,
12 - Soccsksargen,Edenton Mission College,Private,Sarangani,Maitum,,,
12 - Soccsksargen,Gensantos Foundation College,Private,South Cotabato,General Santos City,,(083) 554-6285; (083) 552-3008,
12 - Soccsksargen,Holy Trinity College of General Santos City,Private,South Cotabato,General Santos City,http://www.htcgsc.edu.ph,(083) 552-3905; (083) 552-5578 local 122,
12 - Soccsksargen,King's College of Marbel,Private,South Cotabato,Koronadal City,,(083) 228-1922,
12 - Soccsksargen,Mindanao Polytechnic College,Private,South Cotabato,General Santos City,http://www.mpcgensan.edu.ph,(083) 554-0592; (083) 553-4992,
12 - Soccsksargen,Mindanao State University-General Santos,SUC Satellite,South Cotabato,General Santos City,http://www.msugensan.edu.ph,(083) 302-9616; (083) 302-9617; 0917-5081960,
12 - Soccsksargen,Notre Dame of Dadiangas University,Private,South Cotabato,General Santos City,http://www.nddu.edu.ph,(083) 552-4351; (083) 552-4444; (083) 552-3385; (083) 552-5196,
12 - Soccsksargen,Notre Dame of Marbel University,Private,South Cotabato,Koronadal City,http://www.ndmu.edu.ph,(083) 228-2218; (083) 228-2819; (083) 228-3979,
12 - Soccsksargen,Schola de San Jose,Private,South Cotabato,Polomolok,,(083) 225-2653,
12 - Soccsksargen,Ramon Magsaysay Memorial Colleges,Private,South Cotabato,General Santos City,http://www.rmmc.educ.ph,(083) 552-3264; (083) 301-1927,
12 - Soccsksargen,Santa Cruz Mission School,Private,South Cotabato,Lake Sebu,http://www.scmsi-lakesebu.com,(083) 228-2313; 0906-6091738,
12 - Soccsksargen,South Cotabato State College,SUC Main,South Cotabato,Surallah,,,
12 - Soccsksargen,STI College-Gen. Santos,Private,South Cotabato,General Santos City,,(083) 552-8517; (083) 552-8518,
12 - Soccsksargen,Green Valley College Foundation,Private,South Cotabato,Koronadal City,http://www.greenvalleycollege.com,(083) 228-9722; (083) 228-4034,
12 - Soccsksargen,Marbel School of Science and Technology,Private,South Cotabato,Koronadal City,,(083) 228-3147; (083) 520-1647,
12 - Soccsksargen,AMA Computer College-General Santos City,Private,South Cotabato,General Santos City,http://www.amaes.edu.ph,(083) 552-8100; (083) 301-2719,
12 - Soccsksargen,Central Mindanao Colleges,Private,North Cotabato,Kidapawan City,,(064) 577-1708; (064) 577-5038,
12 - Soccsksargen,Regency Polytechnic College,Private,South Cotabato,Koronadal City,regencypolytechniccollege.com.ph,(083) 228-1994,
12 - Soccsksargen,Cotabato Foundation College of Science and Technology,SUC Main,North Cotabato,Arakan,http://www.cfcst.edu.ph,(064) 577-1343,
12 - Soccsksargen,Cotabato Foundation College of Science and Technology-Antipas Campus,SUC Satellite,North Cotabato,Antipas,,,
12 - Soccsksargen,Cotabato Foundation College of Science and Technology-Katipunan Campus,SUC Satellite,South Cotabato,Sto. Nino,,,
12 - Soccsksargen,Cotabato Foundation College of Science and Technology-Pikit Campus,SUC Satellite,North Cotabato,Pikit,,,
12 - Soccsksargen,Cotabato Medical Foundation College,Private,North Cotabato,Midsayap,,(064) 229-8207; (064) 229-9277; (064) 229-8426,
12 - Soccsksargen,Dr. Domingo B. Tamondong Memorial Hospital and College Foundation,Private,Sultan Kudarat,Esperanza,,0915-7784566,
12 - Soccsksargen,King's College of Isulan,Private,Sultan Kudarat,Isulan,kings-isulan.org,(064) 201-3386; (064) 201-3389; 0917-7008187,
12 - Soccsksargen,Lebak Family Doctors' School of Midwifery,Private,Sultan Kudarat,Lebak,,(064) 205-3251,
12 - Soccsksargen,University of Southern Mindanao-Kidapawan City Campus,SUC Satellite,North Cotabato,Kidapawan City,http://www.usm.edu.ph/usmkcc,(064) 288-1624; (064) 577-1536,
12 - Soccsksargen,Colegio de Kidapawan,Private,North Cotabato,Kidapawan City,http://www.cdk.edu.ph,(064) 577-1340,
12 - Soccsksargen,Notre Dame of Kidapawan College,Private,North Cotabato,Kidapawan City,http://www.ndkc.edu.ph,(064) 577-1673 loc 135; (064) 577-5235,
12 - Soccsksargen,Notre Dame of Midsayap College,Private,North Cotabato,Midsayap,http://www.ndmc.edu.ph,(064) 521-9878,
12 - Soccsksargen,Notre Dame of Salaman College,Private,Sultan Kudarat,Lebak,,(064) 205-3041,
12 - Soccsksargen,Notre Dame of Tacurong College,Private,Sultan Kudarat,Tacurong City,http://www.ndtc.edu.ph,(064) 200-3364; (064) 200-6182; (064) 200-4131; (064) 200-3631,
12 - Soccsksargen,Senator Ninoy Aquino College Foundation,Private,Sultan Kudarat,Sen. Ninoy Aquino,,,
12 - Soccsksargen,Southern Baptist College,Private,North Cotabato,Mlang,,(064) 572-4020,
12 - Soccsksargen,Southern Christian College,Private,North Cotabato,Midsayap,http://www.southernchristiancollege.edu.ph,(064) 229-9115; (064) 229-8323; (064) 229-9323,
12 - Soccsksargen,Southern Mindanao Institute of Technology,Private,Sultan Kudarat,Tacurong City,http://www.smit.educ.gov.ph.com,(064) 200-3549,
